 Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
###########,22:49:00,CNR1852454738,Driver Not Found,CID781523,Prime SUV,Banashankari,Bannerghatta Road,null,null,null,null,null,null,601,null,0,null,null,
###########,12:04:00,CNR2441774613,Canceled by Customer,CID166563,Bike,Shivajinagar,KR Puram,null,null,AC is Not working,null,null,null,258,null,0,null,null,
###########,0:22:00,CNR3551606226,Success,CID115356,Bike,Langford Town,Bannerghatta Road,140,55,null,null,No,null,345,Cash,43,4.8,4.6,
###########,8:08:00,CNR9266238014,Success,CID180424,Prime SUV,RT Nagar,JP Nagar,126,35,null,null,No,null,104,Cash,29,4.2,3,
###########,15:40:00,CNR3178581771,Success,CID406782,Prime SUV,Yeshwanthpur,KR Puram,154,75,null,null,Yes,Customer Demand,780,UPI,43,3.3,4.4,
###########,22:04:00,CNR6630122956,Success,CID485217,Prime Plus,Shantinagar,Sarjapur Road,70,45,null,null,No,null,488,Cash,42,4.4,3.8,
###########,7:10:00,CNR6481461779,Success,CID418305,eBike,Sahakar Nagar,Sarjapur Road,182,95,null,null,No,null,349,Cash,45,4.3,4.2,
###########,1:19:00,CNR9827470995,Canceled by Customer,CID791004,Auto,Rajajinagar,Hebbal,null,null,Change of plans,null,null,null,303,null,0,null,null,
###########,4:03:00,CNR7059118300,Success,CID846189,Prime Sedan,Ramamurthy Nagar,Cox Town,266,55,null,null,No,null,458,UPI,47,3.2,3.8,
###########,22:03:00,CNR9098980512,Success,CID778985,Prime Plus,Koramangala,Hennur,196,105,null,null,No,null,203,Cash,39,3.5,3.1,
###########,4:48:00,CNR5075935226,Driver Not Found,CID310944,Prime SUV,Majestic,Sahakar Nagar,null,null,null,null,null,null,2695,null,0,null,null,
###########,18:48:00,CNR9114796293,Success,CID377604,Prime SUV,Jayanagar,Shivajinagar,308,120,null,null,No,null,472,Cash,16,3.2,3.7,
###########,6:28:00,CNR1336073950,Success,CID663645,Prime Plus,Marathahalli,Richmond Town,287,115,null,null,No,null,657,UPI,41,4.2,4.8,
###########,6:24:00,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203,90,null,null,No,null,747,UPI,16,3.8,4.8,
###########,22:34:00,CNR9246105731,Success,CID411471,Prime Sedan,Magadi Road,Langford Town,210,90,null,null,No,null,114,UPI,36,4.1,4.7,
###########,15:08:00,CNR1263936541,Success,CID206428,Auto,Yeshwanthpur,Rajajinagar,189,75,null,null,No,null,137,UPI,1,4.7,3.7,
###########,8:57:00,CNR7582255360,Success,CID238250,Bike,Ulsoor,Kadugodi,280,25,null,null,Yes,Vehicle Breakdown,202,Cash,28,3.1,3.4,
###########,1:04:00,CNR8874870004,Success,CID762012,Auto,Bellandur,Koramangala,259,135,null,null,No,null,771,Cash,16,4.6,4.7,
###########,22:38:00,CNR2087486954,Success,CID239020,eBike,Chamarajpet,Kengeri,231,90,null,null,No,null,849,Cash,37,3.8,3,
###########,17:37:00,CNR8745813955,Canceled by Driver,CID101380,Prime SUV,Vijayanagar,Padmanabhanagar,null,null,null,Customer was coughing/sick,null,null,849,null,0,null,null,
###########,4:08:00,CNR7237276647,Success,CID123698,Mini,KR Puram,Varthur,35,140,null,null,No,null,402,UPI,45,4.5,5,
###########,18:13:00,CNR3538574363,Success,CID368004,Prime SUV,Hennur,Cox Town,203,90,null,null,No,null,269,Cash,40,3.2,4.2,
###########,6:26:00,CNR4923629923,Canceled by Driver,CID176320,Auto,Jayanagar,Langford Town,null,null,null,More than permitted people in there,null,null,296,null,0,null,null,
###########,13:49:00,CNR5060999775,Success,CID982967,Auto,Chickpet,Shivajinagar,217,145,null,null,No,null,397,Cash,18,3.5,4.6,
###########,18:52:00,CNR4550726008,Driver Not Found,CID586918,Prime Sedan,Langford Town,Chamarajpet,null,null,null,null,null,null,391,null,0,null,null,
###########,8:54:00,CNR6155120699,Success,CID865431,Prime SUV,Tumkur Road,Devanahalli,196,110,null,null,No,null,347,Cash,9,4.9,3.8,
###########,14:20:00,CNR8595494218,Success,CID688235,Auto,Hosur Road,Rajajinagar,154,100,null,null,No,null,290,UPI,17,3.3,4.1,
###########,7:28:00,CNR6147414992,Success,CID234124,Prime Plus,Sahakar Nagar,Electronic City,217,55,null,null,No,null,478,UPI,4,4.3,4,
###########,23:08:00,CNR3929678886,Success,CID797298,eBike,Hennur,KR Puram,105,75,null,null,No,null,264,Cash,27,3.2,3.6,
###########,9:20:00,CNR1780998824,Success,CID410087,Prime Plus,Frazer Town,Ramamurthy Nagar,196,95,null,null,No,null,324,Cash,49,4.8,3.3,
###########,16:41:00,CNR7710804440,Driver Not Found,CID820541,Prime Sedan,RT Nagar,Bannerghatta Road,null,null,null,null,null,null,438,null,0,null,null,
###########,11:54:00,CNR8105903458,Success,CID930699,Prime SUV,Bellandur,Kengeri,287,65,null,null,No,null,285,Cash,8,4.2,4.8,
###########,17:26:00,CNR4672172755,Success,CID129124,Prime Sedan,Banashankari,Whitefield,217,135,null,null,No,null,493,UPI,5,4.3,4.2,
###########,16:48:00,CNR5272594548,Canceled by Driver,CID627109,Prime Plus,KR Puram,Marathahalli,null,null,null,Customer was coughing/sick,null,null,470,null,0,null,null,
###########,21:47:00,CNR8535011317,Success,CID520411,Bike,Nagarbhavi,Bannerghatta Road,210,90,null,null,Yes,Customer Demand,155,UPI,27,4.5,3.2,
###########,6:01:00,CNR6548861474,Success,CID523299,Bike,Varthur,Magadi Road,280,60,null,null,No,null,139,Cash,31,3.7,3.6,
###########,17:43:00,CNR3096920957,Success,CID738485,Auto,Devanahalli,Indiranagar,280,25,null,null,No,null,2851,UPI,2,3.8,3.4,
###########,23:02:00,CNR6844255970,Canceled by Customer,CID476455,eBike,Ramamurthy Nagar,Tumkur Road,null,null,Wrong Address,null,null,null,2638,null,0,null,null,
###########,11:37:00,CNR5106611023,Success,CID459050,Prime Sedan,MG Road,Hosur Road,147,95,null,null,Yes,Other Issue,426,UPI,15,3.9,3.9,
###########,17:54:00,CNR4676885596,Success,CID586363,Mini,Hebbal,Marathahalli,196,105,null,null,No,null,579,Cash,20,3.5,3.6,
###########,13:37:00,CNR8282607088,Success,CID421931,Mini,Jayanagar,Yeshwanthpur,175,145,null,null,No,null,358,Cash,42,4.1,4.6,
###########,12:00:00,CNR7249326192,Success,CID719773,Bike,Majestic,Rajarajeshwari Nagar,105,110,null,null,No,null,165,UPI,37,3.7,4.5,
###########,22:06:00,CNR5961372525,Driver Not Found,CID339674,Auto,Peenya,Richmond Town,null,null,null,null,null,null,2684,null,0,null,null,
###########,1:39:00,CNR5743469846,Success,CID947691,Prime Sedan,Nagarbhavi,Ramamurthy Nagar,301,125,null,null,No,null,145,Credit Card,3,3.6,3.2,
###########,6:16:00,CNR7807535423,Success,CID912142,Prime Plus,Basavanagudi,RT Nagar,70,75,null,null,No,null,336,UPI,13,3.9,3.4,
###########,9:29:00,CNR7127343811,Success,CID440642,Prime SUV,Hulimavu,Sarjapur Road,42,40,null,null,Yes,Vehicle Breakdown,589,Cash,10,4,4.5,
###########,9:41:00,CNR8143996976,Success,CID263485,Prime Plus,Hulimavu,Richmond Town,70,125,null,null,No,null,184,UPI,19,3.9,4.2,
###########,7:49:00,CNR8265796055,Success,CID667686,eBike,Chickpet,Whitefield,245,60,null,null,No,null,250,UPI,3,5,4.8,
###########,1:56:00,CNR2731832411,Success,CID838782,Prime SUV,Cox Town,Ramamurthy Nagar,266,80,null,null,No,null,342,Cash,33,4,3.7,
###########,12:46:00,CNR5893227620,Success,CID724717,Mini,Electronic City,Padmanabhanagar,70,140,null,null,No,null,665,Cash,24,3.9,3.3,
###########,10:12:00,CNR2900227014,Success,CID843412,Mini,Mysore Road,Banashankari,203,115,null,null,No,null,217,Cash,6,4.4,4.4,
###########,23:31:00,CNR4369876269,Success,CID654749,Prime Sedan,Frazer Town,Bannerghatta Road,63,140,null,null,No,null,358,Credit Card,36,4.6,3.2,
###########,2:34:00,CNR6315774432,Success,CID778590,eBike,Hennur,Kengeri,133,60,null,null,Yes,Other Issue,206,Cash,17,3.5,4.5,
###########,1:35:00,CNR6359719407,Canceled by Customer,CID132002,Auto,Kammanahalli,Peenya,null,null,Driver is not moving towards pickup location,null,null,null,336,null,0,null,null,
###########,17:46:00,CNR9415043355,Success,CID955162,Prime Sedan,Padmanabhanagar,Bellandur,63,140,null,null,No,null,474,UPI,10,4.2,4.5,
###########,14:13:00,CNR7333194442,Success,CID563302,Mini,Indiranagar,JP Nagar,217,50,null,null,Yes,Other Issue,360,UPI,39,5,4.3,
###########,13:55:00,CNR5730003067,Success,CID180372,Bike,Sahakar Nagar,Shantinagar,294,55,null,null,No,null,157,UPI,27,3.6,3.4,
###########,8:46:00,CNR7722077781,Canceled by Driver,CID390559,Prime Sedan,Ulsoor,Nagarbhavi,null,null,null,Personal & Car related issue,null,null,644,null,0,null,null,
###########,17:21:00,CNR8202988828,Success,CID880766,Prime Plus,Indiranagar,Kadugodi,140,55,null,null,No,null,379,UPI,36,4.5,3.6,
###########,15:05:00,CNR2038802889,Success,CID888203,Prime SUV,Ramamurthy Nagar,Ulsoor,91,80,null,null,No,null,451,Cash,8,3.9,4.7,
###########,1:28:00,CNR2100101481,Canceled by Customer,CID479845,Mini,Rajarajeshwari Nagar,Marathahalli,null,null,Driver is not moving towards pickup location,null,null,null,2681,null,0,null,null,
###########,6:15:00,CNR1407287806,Canceled by Driver,CID963222,eBike,Langford Town,Sahakar Nagar,null,null,null,Customer related issue,null,null,577,null,0,null,null,
###########,18:03:00,CNR5232169923,Canceled by Driver,CID656452,Prime SUV,JP Nagar,Magadi Road,null,null,null,Customer was coughing/sick,null,null,150,null,0,null,null,
###########,10:36:00,CNR2926147753,Canceled by Driver,CID297119,Prime Sedan,Bellandur,Hosur Road,null,null,null,More than permitted people in there,null,null,260,null,0,null,null,
###########,4:45:00,CNR8926994709,Success,CID335950,Bike,Ulsoor,Koramangala,175,100,null,null,No,null,830,Cash,17,3.1,3.4,
###########,14:29:00,CNR2362099931,Success,CID233154,Prime Plus,Kengeri,Marathahalli,259,130,null,null,No,null,218,Cash,47,3.5,4.1,
###########,20:14:00,CNR8825504314,Success,CID947173,Bike,Hebbal,Malleshwaram,112,140,null,null,No,null,180,UPI,21,4.6,4.8,
###########,18:34:00,CNR3690929103,Success,CID545970,Prime SUV,Bellandur,Mysore Road,91,105,null,null,No,null,100,UPI,43,3.3,3.7,
###########,15:04:00,CNR5273898512,Success,CID888630,Prime Plus,KR Puram,HSR Layout,273,130,null,null,No,null,375,Cash,37,3.6,3,
###########,5:16:00,CNR9724333556,Success,CID203481,eBike,Hebbal,Kengeri,168,60,null,null,No,null,939,Cash,43,4.3,3.3,
###########,11:52:00,CNR7566830663,Success,CID293107,Prime Sedan,Yeshwanthpur,Whitefield,287,115,null,null,No,null,207,Cash,10,4.7,3.2,
###########,21:07:00,CNR7822711041,Success,CID457076,Prime SUV,Rajarajeshwari Nagar,Hulimavu,196,115,null,null,No,null,959,Cash,20,3.6,3.7,
###########,21:53:00,CNR5652451203,Driver Not Found,CID429255,Prime SUV,HSR Layout,Varthur,null,null,null,null,null,null,434,null,0,null,null,
###########,10:30:00,CNR2458194211,Canceled by Driver,CID761556,Auto,Ramamurthy Nagar,Yeshwanthpur,null,null,null,Customer was coughing/sick,null,null,1181,null,0,null,null,
###########,21:53:00,CNR9573102534,Canceled by Driver,CID555170,Prime Plus,Peenya,Yelahanka,null,null,null,Customer related issue,null,null,450,null,0,null,null,
###########,1:37:00,CNR2671538988,Success,CID990226,eBike,Banashankari,Richmond Town,168,85,null,null,No,null,333,Cash,6,3.8,4.6,
###########,5:17:00,CNR1930983760,Success,CID489167,Prime Sedan,KR Puram,Devanahalli,301,110,null,null,No,null,130,UPI,9,4.9,3.3,
###########,9:05:00,CNR1576690644,Success,CID770225,Auto,Indiranagar,Langford Town,161,80,null,null,No,null,144,Cash,10,4.1,3.5,
###########,8:50:00,CNR6687046527,Success,CID484756,Auto,Nagarbhavi,Magadi Road,147,50,null,null,No,null,961,UPI,2,4.3,3.8,
###########,22:38:00,CNR5214223947,Canceled by Customer,CID288996,Prime Sedan,Majestic,Malleshwaram,null,null,Driver asked to cancel,null,null,null,604,null,0,null,null,
###########,9:06:00,CNR3696598594,Success,CID422381,Auto,Majestic,Kadugodi,91,85,null,null,No,null,342,UPI,1,4.3,3.9,
###########,0:23:00,CNR8589920790,Canceled by Customer,CID488426,Mini,Malleshwaram,Kammanahalli,null,null,Driver is not moving towards pickup location,null,null,null,409,null,0,null,null,
###########,21:00:00,CNR3050266121,Success,CID254802,Prime Sedan,Marathahalli,Kengeri,105,25,null,null,No,null,489,UPI,12,4.7,4.2,
###########,22:06:00,CNR8248650136,Canceled by Driver,CID831076,Auto,Kammanahalli,JP Nagar,null,null,null,Personal & Car related issue,null,null,929,null,0,null,null,
###########,19:09:00,CNR8277565872,Success,CID243551,Mini,BTM Layout,Basavanagudi,133,45,null,null,No,null,346,Cash,22,4.2,3.3,
###########,23:25:00,CNR8229656349,Success,CID350287,Mini,Rajajinagar,Kengeri,259,120,null,null,No,null,793,Credit Card,9,3.6,3.8,
###########,11:37:00,CNR2972442433,Success,CID970989,Prime Sedan,Rajajinagar,Basavanagudi,224,65,null,null,No,null,469,UPI,28,4.3,3.5,
###########,6:23:00,CNR7109314308,Success,CID452595,eBike,Rajarajeshwari Nagar,Chickpet,161,95,null,null,No,null,233,UPI,40,3.7,4.1,
###########,1:43:00,CNR9633582377,Canceled by Driver,CID798617,Prime Plus,JP Nagar,Sarjapur Road,null,null,null,Customer was coughing/sick,null,null,401,null,0,null,null,
###########,20:30:00,CNR7314215778,Success,CID460519,Auto,Malleshwaram,Electronic City,175,55,null,null,No,null,207,UPI,4,4.8,5,
###########,10:37:00,CNR8070363718,Canceled by Driver,CID676697,Prime Sedan,Frazer Town,Indiranagar,null,null,null,Customer was coughing/sick,null,null,351,null,0,null,null,
###########,4:11:00,CNR7643459345,Success,CID709679,Bike,Ulsoor,KR Puram,140,45,null,null,No,null,402,Cash,2,4.9,3.1,
###########,13:41:00,CNR5920793060,Success,CID374655,Prime Plus,Hennur,KR Puram,175,50,null,null,No,null,624,UPI,38,3.4,4.7,
###########,23:29:00,CNR3558335067,Canceled by Driver,CID994763,Mini,RT Nagar,Electronic City,null,null,null,Customer related issue,null,null,945,null,0,null,null,
###########,19:37:00,CNR5902195430,Success,CID485857,Prime Sedan,Shantinagar,Hosur Road,56,135,null,null,No,null,295,UPI,28,3.3,3.8,
###########,8:41:00,CNR6938164723,Canceled by Customer,CID616438,Auto,RT Nagar,Chickpet,null,null,Driver is not moving towards pickup location,null,null,null,718,null,0,null,null,
###########,20:37:00,CNR3989026336,Canceled by Driver,CID739527,Auto,Marathahalli,MG Road,null,null,null,Personal & Car related issue,null,null,963,null,0,null,null,
###########,8:20:00,CNR7947752424,Canceled by Driver,CID312192,Bike,Rajajinagar,Ramamurthy Nagar,null,null,null,Personal & Car related issue,null,null,1869,null,0,null,null,
###########,19:59:00,CNR5515574345,Success,CID646862,Prime SUV,Cox Town,HSR Layout,70,40,null,null,No,null,918,UPI,9,4.4,3.5,
###########,14:15:00,CNR5193789377,Success,CID554587,Auto,Majestic,Majestic,35,60,null,null,No,null,134,UPI,16,4.9,4.4,
###########,4:32:00,CNR6987923530,Success,CID701686,Prime Plus,Chickpet,Bellandur,56,125,null,null,No,null,345,UPI,21,3.6,3.6,
###########,12:18:00,CNR1447068216,Success,CID670988,Prime Plus,Chamarajpet,Hennur,231,140,null,null,No,null,924,UPI,30,4.8,3.6,
###########,7:32:00,CNR2862815650,Success,CID149705,eBike,Nagarbhavi,Sarjapur Road,49,35,null,null,No,null,373,Cash,11,4.7,4.7,
###########,10:04:00,CNR7792061159,Success,CID171490,Mini,Varthur,Nagarbhavi,91,65,null,null,No,null,375,Cash,29,4,4.4,
###########,2:26:00,CNR9039416911,Success,CID491409,Mini,Rajarajeshwari Nagar,Hennur,56,45,null,null,No,null,268,Cash,7,4.5,3.6,
###########,16:33:00,CNR5793649611,Success,CID282183,Auto,Hosur Road,JP Nagar,91,65,null,null,No,null,519,Cash,2,3.5,4.3,
###########,4:51:00,CNR6854201913,Success,CID467155,Bike,Majestic,Langford Town,126,60,null,null,No,null,141,Cash,12,3.6,3.8,
###########,22:46:00,CNR7087492547,Success,CID951895,Bike,RT Nagar,JP Nagar,308,85,null,null,No,null,186,UPI,38,4.1,3.8,
###########,7:49:00,CNR4143470815,Success,CID111601,Prime Sedan,Langford Town,Langford Town,301,140,null,null,No,null,982,Cash,16,4.3,4.7,
###########,2:23:00,CNR8792365083,Canceled by Driver,CID462303,Prime Plus,Shivajinagar,JP Nagar,null,null,null,Personal & Car related issue,null,null,218,null,0,null,null,
###########,3:11:00,CNR4160637846,Success,CID955988,Mini,Shantinagar,Magadi Road,98,30,null,null,No,null,803,Cash,14,3.5,4.8,
###########,12:00:00,CNR4730462346,Success,CID715681,Prime Sedan,Hebbal,Jayanagar,168,45,null,null,No,null,389,Credit Card,46,3.1,3.8,
###########,5:31:00,CNR3717381634,Canceled by Driver,CID384320,eBike,Nagarbhavi,RT Nagar,null,null,null,More than permitted people in there,null,null,135,null,0,null,null,
###########,18:01:00,CNR3417502965,Success,CID424602,eBike,Sarjapur Road,Bannerghatta Road,147,35,null,null,No,null,432,UPI,5,4.9,4.3,
###########,23:16:00,CNR3600939753,Success,CID882123,Bike,Devanahalli,Yeshwanthpur,294,45,null,null,No,null,424,Cash,14,4.4,4.2,
###########,21:49:00,CNR5181746297,Canceled by Customer,CID305943,Mini,Chamarajpet,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,1866,null,0,null,null,
###########,3:32:00,CNR6672329764,Success,CID695232,Prime SUV,Kengeri,Majestic,70,55,null,null,No,null,2981,Cash,14,3,4.7,
###########,13:42:00,CNR8934509053,Success,CID998400,Bike,Hosur Road,Malleshwaram,189,110,null,null,No,null,719,Cash,27,3.9,3.7,
###########,10:27:00,CNR7734309821,Canceled by Customer,CID545024,eBike,Electronic City,Hosur Road,null,null,Driver is not moving towards pickup location,null,null,null,499,null,0,null,null,
###########,10:03:00,CNR3264754489,Driver Not Found,CID960832,eBike,Bellandur,MG Road,null,null,null,null,null,null,454,null,0,null,null,
###########,14:04:00,CNR6354004178,Success,CID112187,Prime SUV,Shantinagar,Kammanahalli,56,105,null,null,No,null,242,UPI,44,4.4,4.8,
###########,21:53:00,CNR4658965953,Success,CID197262,Mini,KR Puram,Shivajinagar,126,140,null,null,No,null,663,Cash,15,4.5,5,
###########,23:06:00,CNR7296216469,Success,CID124038,Mini,Sarjapur Road,Padmanabhanagar,147,135,null,null,Yes,Customer Demand,442,Cash,43,3.5,5,
###########,18:49:00,CNR1027785146,Canceled by Driver,CID465899,Auto,Hennur,HSR Layout,null,null,null,Personal & Car related issue,null,null,454,null,0,null,null,
###########,13:18:00,CNR6293456759,Driver Not Found,CID993583,Prime Plus,Yelahanka,Whitefield,null,null,null,null,null,null,192,null,0,null,null,
###########,15:00:00,CNR7895473510,Success,CID573911,Auto,Electronic City,Vijayanagar,210,125,null,null,No,null,253,Cash,9,4,3,
###########,7:56:00,CNR4112350664,Success,CID723639,Prime SUV,Hulimavu,Banashankari,287,95,null,null,No,null,446,Cash,14,4.6,3.1,
###########,23:51:00,CNR9735730132,Driver Not Found,CID400089,Prime Plus,Basavanagudi,Richmond Town,null,null,null,null,null,null,345,null,0,null,null,
###########,23:13:00,CNR7765648208,Success,CID804711,Auto,Rajajinagar,Chickpet,259,115,null,null,No,null,361,Cash,13,3.2,3.4,
###########,14:53:00,CNR5848221847,Canceled by Customer,CID684645,Mini,Kammanahalli,Majestic,null,null,Wrong Address,null,null,null,418,null,0,null,null,
###########,23:56:00,CNR7431340936,Driver Not Found,CID875801,Mini,Peenya,Tumkur Road,null,null,null,null,null,null,475,null,0,null,null,
###########,22:50:00,CNR2569160184,Canceled by Driver,CID229671,Bike,Padmanabhanagar,Hosur Road,null,null,null,Customer related issue,null,null,370,null,0,null,null,
###########,19:10:00,CNR6294714720,Canceled by Customer,CID847706,eBike,Whitefield,Hennur,null,null,Driver asked to cancel,null,null,null,291,null,0,null,null,
###########,16:33:00,CNR9556051787,Success,CID124602,Prime Plus,Kadugodi,Magadi Road,308,115,null,null,No,null,283,Cash,2,3.3,3.1,
###########,2:10:00,CNR3151562230,Success,CID864144,Prime Plus,Koramangala,Yelahanka,182,145,null,null,Yes,Vehicle Breakdown,105,UPI,16,4.9,3.4,
###########,3:18:00,CNR3888627336,Success,CID101545,Mini,Basavanagudi,Marathahalli,259,75,null,null,No,null,1918,Cash,38,3.4,4.3,
###########,23:11:00,CNR6536563208,Success,CID527863,Mini,Chamarajpet,Indiranagar,105,100,null,null,No,null,412,Cash,22,3.9,3.4,
###########,19:48:00,CNR9221369404,Success,CID153868,Prime SUV,Sahakar Nagar,Kengeri,175,115,null,null,No,null,110,Cash,3,4.4,3.9,
###########,9:39:00,CNR5701220733,Canceled by Driver,CID917125,Prime SUV,Rajajinagar,Chickpet,null,null,null,More than permitted people in there,null,null,294,null,0,null,null,
###########,9:55:00,CNR7419458512,Success,CID542417,Prime SUV,Shantinagar,Marathahalli,252,70,null,null,No,null,571,UPI,28,3.9,3,
###########,21:51:00,CNR7587397053,Canceled by Driver,CID462242,Mini,JP Nagar,Rajarajeshwari Nagar,null,null,null,Customer related issue,null,null,187,null,0,null,null,
###########,0:06:00,CNR6987499296,Success,CID819742,Prime Plus,Padmanabhanagar,Rajajinagar,63,60,null,null,No,null,364,Cash,15,3.3,4,
###########,8:54:00,CNR4029323577,Success,CID970067,eBike,Langford Town,Vijayanagar,161,65,null,null,No,null,241,Cash,30,4.5,4,
###########,0:45:00,CNR6398804130,Success,CID506447,Prime SUV,Hebbal,Frazer Town,245,70,null,null,No,null,290,UPI,39,3.8,3.3,
###########,18:45:00,CNR5457171323,Success,CID324049,Mini,Hulimavu,Rajarajeshwari Nagar,224,65,null,null,No,null,915,Cash,22,4.6,3.5,
###########,20:47:00,CNR9662064828,Canceled by Customer,CID989204,eBike,Yelahanka,MG Road,null,null,Driver asked to cancel,null,null,null,746,null,0,null,null,
###########,10:02:00,CNR3107498077,Driver Not Found,CID950406,eBike,Bannerghatta Road,Shantinagar,null,null,null,null,null,null,427,null,0,null,null,
###########,21:53:00,CNR3952732444,Success,CID452123,Prime Plus,RT Nagar,Bannerghatta Road,42,75,null,null,No,null,409,Cash,7,3.1,4.9,
###########,6:22:00,CNR5777910597,Canceled by Driver,CID663872,Prime SUV,JP Nagar,Shantinagar,null,null,null,More than permitted people in there,null,null,898,null,0,null,null,
###########,3:52:00,CNR2991513181,Success,CID992348,Auto,Hennur,Padmanabhanagar,175,95,null,null,No,null,305,Cash,2,3.7,3.9,
###########,7:57:00,CNR5940757396,Canceled by Customer,CID700861,Mini,JP Nagar,KR Puram,null,null,Change of plans,null,null,null,2501,null,0,null,null,
###########,6:51:00,CNR7375877575,Success,CID348054,Prime Plus,JP Nagar,Mysore Road,112,110,null,null,No,null,2926,UPI,43,4.5,4.1,
###########,21:19:00,CNR1872080690,Canceled by Driver,CID691524,Auto,Banashankari,Kengeri,null,null,null,Customer related issue,null,null,463,null,0,null,null,
###########,18:50:00,CNR8442827020,Success,CID478385,Auto,Kammanahalli,BTM Layout,133,130,null,null,No,null,717,Cash,16,3.7,3.7,
###########,2:03:00,CNR8692201198,Success,CID842293,Prime SUV,BTM Layout,Richmond Town,42,40,null,null,No,null,214,UPI,17,4.1,3.5,
###########,1:05:00,CNR3016403523,Success,CID800910,Mini,Bellandur,Peenya,161,100,null,null,No,null,434,UPI,35,3.4,4.9,
###########,3:01:00,CNR1593407677,Success,CID142070,Mini,Banashankari,Bellandur,210,145,null,null,No,null,318,UPI,49,4.7,3.3,
###########,6:31:00,CNR4313471304,Driver Not Found,CID217346,Prime Plus,Langford Town,Cox Town,null,null,null,null,null,null,247,null,0,null,null,
###########,21:48:00,CNR4050153436,Success,CID448471,Prime Sedan,Bellandur,Kengeri,175,70,null,null,No,null,207,Cash,17,3.4,3.3,
###########,11:36:00,CNR8141621703,Success,CID461730,eBike,Electronic City,Langford Town,287,125,null,null,No,null,172,Cash,36,3.5,3.5,
###########,11:05:00,CNR1852330795,Success,CID756591,Prime Plus,Hulimavu,Yelahanka,301,100,null,null,No,null,108,Cash,40,3.3,4.9,
###########,7:56:00,CNR3515016228,Success,CID717188,Prime Sedan,Marathahalli,Hulimavu,259,80,null,null,Yes,Vehicle Breakdown,230,Cash,35,4.6,4.9,
###########,16:55:00,CNR6664390913,Success,CID894563,Mini,Chickpet,Chickpet,77,145,null,null,No,null,391,UPI,37,3.5,4.9,
###########,7:28:00,CNR5020910140,Canceled by Customer,CID973188,eBike,Shivajinagar,Yelahanka,null,null,Driver is not moving towards pickup location,null,null,null,189,null,0,null,null,
###########,12:34:00,CNR2303900695,Success,CID655347,Prime SUV,Chickpet,Sarjapur Road,35,145,null,null,No,null,355,Cash,40,4.5,3.9,
###########,18:36:00,CNR7089337616,Success,CID385173,Auto,Chickpet,Frazer Town,189,125,null,null,No,null,205,Cash,10,5,3.7,
###########,1:43:00,CNR7156159431,Success,CID658603,Prime Plus,Shantinagar,Marathahalli,266,85,null,null,No,null,738,Cash,20,3.8,3.4,
###########,23:57:00,CNR9155782240,Success,CID724071,Prime SUV,Banashankari,Devanahalli,63,45,null,null,No,null,217,Cash,4,4.9,4.9,
###########,3:08:00,CNR6247095121,Success,CID618304,Auto,HSR Layout,Mysore Road,119,50,null,null,No,null,217,Cash,19,3.5,4.8,
###########,2:09:00,CNR2779154048,Success,CID105206,Auto,Hennur,Hennur,133,145,null,null,No,null,394,Cash,4,3.6,3.2,
###########,5:03:00,CNR7865258416,Canceled by Driver,CID941565,Prime SUV,BTM Layout,Hosur Road,null,null,null,More than permitted people in there,null,null,948,null,0,null,null,
###########,1:57:00,CNR7022469695,Success,CID353156,Mini,Ulsoor,Ramamurthy Nagar,147,100,null,null,No,null,553,Cash,15,4.1,4.8,
###########,11:42:00,CNR7814983210,Success,CID553003,Prime Sedan,Peenya,Ulsoor,91,70,null,null,No,null,930,UPI,43,3.8,4.1,
###########,2:45:00,CNR2502432692,Driver Not Found,CID798737,Mini,Mysore Road,Kengeri,null,null,null,null,null,null,753,null,0,null,null,
###########,1:01:00,CNR4297020438,Canceled by Customer,CID132154,eBike,Shivajinagar,Hebbal,null,null,Change of plans,null,null,null,473,null,0,null,null,
###########,0:23:00,CNR2898581380,Driver Not Found,CID314861,Prime SUV,Majestic,Nagarbhavi,null,null,null,null,null,null,458,null,0,null,null,
###########,6:39:00,CNR5878457606,Success,CID992357,Auto,Bannerghatta Road,MG Road,231,35,null,null,No,null,1164,UPI,18,4.8,3.7,
###########,18:17:00,CNR9753708858,Success,CID349707,Prime Plus,Magadi Road,Hosur Road,112,140,null,null,Yes,Customer Demand,350,Cash,32,4.6,4.6,
###########,17:55:00,CNR7981405163,Success,CID638844,Bike,Electronic City,Ramamurthy Nagar,294,65,null,null,No,null,491,Cash,28,4.3,3,
###########,20:05:00,CNR1459522677,Success,CID453698,Prime Sedan,KR Puram,Kadugodi,49,40,null,null,No,null,376,Cash,36,4.5,3.4,
###########,9:14:00,CNR7944506445,Success,CID409821,Auto,Nagarbhavi,Richmond Town,287,30,null,null,No,null,393,Cash,15,4.8,3.2,
###########,4:09:00,CNR3549347253,Driver Not Found,CID475934,eBike,Devanahalli,Hebbal,null,null,null,null,null,null,274,null,0,null,null,
